Transaction_ID,Interaction_Speed,Input_Hesitation,Repeated_Attempts,Device_Type,IP_Location,Typing_Patterns,User_History,Session_Length,Geographical_Anomaly,Browser_Change,Uncommon_Service,Fraud
24611,3.467650522,1,0,3,6,1,2,310,1,0,0,0
24612,3.66582213,0,3,3,1,0,2,390,0,0,0,0
24613,1.988681611,1,1,4,2,0,2,260,1,1,0,0
24614,3.171144554,0,0,3,7,1,2,250,0,1,1,0
24615,2.287349952,1,0,1,6,1,2,210,1,0,1,0
24616,3.285126331,1,0,4,1,1,3,320,1,1,0,0
24617,2.791648643,0,0,3,4,0,2,330,1,1,0,0
24618,2.239007171,1,0,2,8,0,2,420,1,0,1,0
24619,2.835523629,1,0,3,8,1,3,190,1,1,0,0
24620,2.811857109,1,2,2,2,1,3,230,1,0,0,0
24621,2.492843868,1,0,3,8,0,2,160,1,0,0,0
24622,2.590229087,0,1,1,8,1,1,360,1,1,1,0
24623,2.766245864,0,0,1,8,0,2,370,1,1,0,0
24624,3.457617308,1,0,1,8,0,2,240,1,0,1,0
24625,2.932029254,1,2,3,5,0,2,210,1,1,0,0
24626,2.130566485,1,0,2,3,0,3,290,1,1,1,0
24627,3.463475383,0,2,2,2,1,2,160,0,0,1,0
24628,2.766210748,1,1,2,2,0,2,280,0,0,1,0
24629,3.057356087,1,0,1,4,1,1,210,1,1,1,0
24630,2.299685617,1,1,1,6,0,2,280,0,1,1,0
24631,3.082704416,1,2,4,4,0,1,260,1,1,1,0
24632,1.398216494,1,0,2,5,0,3,340,1,1,1,0
24633,2.212335772,1,1,3,1,0,2,310,1,1,1,0
24634,2.53220539,1,0,4,4,0,2,250,1,1,0,0
24635,2.89180393,0,0,1,5,0,2,310,0,1,1,0
24636,2.844140374,1,0,4,6,0,1,240,1,0,1,0
24637,2.416703826,1,0,1,3,0,2,250,1,0,0,0
24638,2.731554423,1,0,2,2,0,2,230,1,0,1,0
24639,2.916862318,1,0,3,2,1,2,360,1,1,1,0
24640,3.09066434,0,1,1,5,0,2,320,0,0,0,0
24641,2.564651408,0,0,1,4,0,2,150,1,1,0,0
24642,2.658993112,1,0,3,5,1,2,300,1,1,0,0
24643,2.644083139,0,0,2,2,0,3,310,1,0,1,0
24644,2.924955986,1,0,2,4,1,2,170,0,1,1,0
24645,3.645255958,1,2,4,4,0,2,200,1,1,0,0
24646,3.10705071,0,0,4,7,0,2,260,0,0,0,0
24647,2.855861054,1,1,4,7,1,2,200,1,1,1,0
24648,2.563335446,1,1,1,7,1,2,330,0,1,1,0
24649,2.933069065,1,1,3,8,0,3,250,1,0,0,0
24650,3.206844087,1,1,3,4,1,2,290,1,1,0,0
24651,3.237067117,0,1,2,7,0,2,320,1,0,0,0
24652,3.16809415,1,1,1,3,0,2,320,1,1,0,0
24653,2.773268441,1,0,1,3,0,2,400,1,1,1,0
24654,2.264766735,1,0,4,1,0,2,270,1,1,1,0
24655,2.081880874,1,0,4,4,1,2,330,1,1,1,0
24656,2.60825508,1,0,1,3,1,1,230,1,0,0,0
24657,3.535202884,1,0,1,1,1,1,150,0,1,1,0
24658,3.42900852,1,0,1,3,1,3,270,0,1,1,0
24659,3.247230181,0,0,4,7,1,1,410,0,0,1,0
24660,1.570631142,1,1,4,6,0,2,370,1,0,1,0
24661,1.865254991,1,0,4,7,0,2,260,1,1,0,0
24662,2.696332421,0,2,1,5,0,2,300,0,1,0,0
24663,2.192595021,0,0,1,8,1,3,210,1,1,1,0
24664,2.585334514,0,2,1,2,0,2,360,1,0,0,0
24665,3.121339432,1,3,4,4,1,3,150,1,1,1,0
24666,2.527607632,1,1,2,8,0,1,310,1,0,0,0
24667,2.130139823,1,2,4,2,1,2,250,1,1,1,0
24668,2.9737448,0,0,4,7,0,2,360,1,0,1,0
24669,2.314599579,1,0,2,6,0,3,170,1,0,0,0
24670,3.026233808,1,1,4,1,0,2,350,1,0,0,0
24671,2.849287289,1,0,1,8,1,2,330,1,0,1,0
24672,2.167058819,1,0,3,5,0,2,380,1,0,1,0
24673,2.761416985,1,0,1,5,1,2,230,0,1,1,0
24674,3.111794242,0,0,2,5,1,3,210,1,1,1,0
24675,2.713868333,0,0,1,2,0,2,190,1,0,1,0
24676,2.31025077,0,1,2,8,0,1,270,1,1,0,0
24677,2.352340732,1,0,4,2,0,2,220,0,1,1,0
24678,2.787434274,1,2,2,4,1,1,160,1,1,1,0
24679,2.59186542,1,2,2,2,0,2,70,1,1,1,0
24680,2.445656352,1,1,4,4,1,2,290,1,0,1,0
24681,2.956945499,1,0,3,4,0,2,250,1,0,1,0
24682,2.868691506,0,0,4,1,0,3,200,1,1,0,0
24683,2.817889129,1,1,1,1,0,3,360,1,0,1,0
24684,2.980487417,1,1,3,5,1,2,190,1,1,1,0
24685,3.558692226,0,2,4,5,1,2,290,1,1,1,0
24686,2.885805523,1,0,2,5,0,3,230,0,1,0,0
24687,2.976405817,1,0,4,4,1,2,340,1,1,0,0
24688,2.662379264,0,0,1,2,0,3,360,1,1,0,0
24689,3.14294321,1,0,1,1,0,2,260,1,0,0,0
24690,3.256590826,1,0,3,4,0,2,280,1,1,0,0
24691,2.611501921,0,1,3,2,1,1,320,1,1,1,0
24692,2.837035483,0,0,1,5,0,2,310,1,1,1,0
24693,2.491372051,1,0,3,8,0,2,230,1,0,1,0
24694,2.716178285,1,1,2,2,0,3,470,0,1,0,0
24695,2.898028345,0,0,1,3,0,3,230,0,1,0,0
24696,3.128696748,1,1,3,8,1,3,290,1,1,1,0
24697,3.148920645,1,1,3,7,1,2,380,1,0,1,0
24698,2.880872777,1,2,2,1,1,3,300,0,0,0,0
24699,1.680391087,1,0,3,3,0,3,300,0,1,1,0
24700,2.378115005,1,0,1,1,1,2,170,1,0,1,0
24701,2.784207403,0,2,3,4,0,2,240,1,1,1,0
24702,2.806093324,0,0,2,7,0,2,380,1,1,1,0
24703,2.806901633,1,0,4,6,0,2,240,1,0,0,0
24704,2.217603693,0,1,3,5,0,3,190,1,1,1,0
24705,2.061898953,1,1,1,6,1,1,260,0,0,0,0
24706,2.810429938,1,0,4,2,1,2,280,1,1,1,0
24707,2.168500493,1,1,1,8,0,3,210,0,0,1,0
24708,3.132872943,0,0,2,5,0,1,310,1,1,1,0
24709,2.338920692,1,2,2,3,1,2,270,1,0,0,0
24710,3.069694741,1,2,3,5,0,2,210,1,1,1,0
24711,3.487235614,0,1,2,7,1,2,320,1,1,1,0
24712,3.40036518,1,0,3,1,0,1,220,1,0,0,0
24713,3.232922327,0,2,1,4,0,1,300,1,1,0,0
24714,2.757135405,0,0,2,1,0,2,230,0,1,1,0
24715,2.690986167,1,0,2,1,0,2,310,0,0,1,0
24716,2.538033531,1,1,3,8,0,2,260,1,1,1,0
24717,2.021188719,1,0,4,1,0,2,410,0,1,0,0
24718,2.49606233,1,2,3,4,1,2,370,0,0,1,0
24719,3.572855793,0,2,3,6,0,3,290,1,0,1,0
24720,2.545258919,1,1,3,6,1,2,180,1,1,1,0
24721,3.651721772,0,0,4,3,1,2,280,0,0,0,0
24722,2.75485213,1,1,4,5,0,2,220,1,1,1,0
24723,2.424065403,1,0,4,2,0,2,370,1,1,1,0
24724,2.908218908,0,0,1,1,0,3,300,0,0,1,0
24725,2.04993062,1,0,3,2,1,2,370,1,1,0,0
24726,2.758683347,1,3,2,7,0,2,260,1,1,1,0
24727,2.790802526,1,0,2,8,1,1,290,1,0,0,0
24728,3.05246569,1,2,1,5,0,2,250,0,0,1,0
24729,3.11422609,0,0,2,5,1,2,220,0,0,1,0
24730,2.515915182,1,0,1,5,0,2,320,1,1,1,0
24731,2.345074638,1,0,3,6,1,2,400,1,0,1,0
24732,2.202159574,1,0,4,4,0,2,380,0,1,1,0
24733,2.784472359,0,0,3,3,0,2,350,1,1,1,0
24734,2.253489655,1,0,1,3,0,2,330,1,1,1,0
24735,2.987420271,1,1,4,5,1,1,340,0,0,1,0
24736,2.350470689,1,0,2,2,0,3,290,1,0,0,0
24737,2.881229623,1,3,4,7,0,2,270,1,1,0,0
24738,2.95367175,1,1,3,6,1,2,300,0,1,0,0
24739,2.387041707,0,0,2,7,1,2,240,1,1,1,0
24740,2.92053949,1,2,1,4,0,2,370,0,1,0,0
24741,2.948104297,0,0,3,2,0,2,180,0,1,0,0
24742,1.910278354,0,1,2,8,0,2,210,1,1,1,0
24743,2.663409065,0,0,3,7,0,2,190,1,1,0,0
24744,2.85652368,1,1,2,4,1,2,250,0,1,1,0
24745,2.584574084,0,3,1,7,0,2,290,0,1,0,0
24746,2.331895402,0,1,2,3,0,2,410,1,0,1,0
24747,2.809471135,1,1,3,8,0,2,380,0,0,0,0
24748,2.638102346,1,1,3,7,0,2,220,1,1,1,0
24749,3.016840651,1,0,3,7,0,2,130,1,1,1,0
24750,3.026369667,1,1,4,6,0,2,320,1,1,1,0
24751,2.439963988,1,1,4,7,0,3,190,0,1,0,0
24752,3.0693941,1,0,2,2,1,2,420,1,1,0,0
24753,3.079611363,1,0,2,1,1,3,320,1,0,1,0
24754,3.193297394,0,0,4,5,1,2,350,1,0,0,0
24755,3.130484109,0,1,1,5,0,2,300,1,0,1,0
24756,2.972979386,1,0,3,2,0,3,280,0,1,0,0
24757,2.863518,1,2,3,8,1,2,360,0,0,0,0
24758,2.556371415,0,2,1,7,1,2,410,1,0,1,0
24759,2.164398334,0,0,3,1,0,2,180,1,1,1,0
24760,2.546963763,1,1,1,8,1,2,260,1,1,0,0
24761,2.467557175,1,0,1,8,0,2,220,0,0,1,0
24762,2.635800763,0,1,3,7,1,2,280,1,1,1,0
24763,2.650273147,1,0,3,7,0,2,240,0,1,0,0
24764,3.17408644,0,0,3,7,0,1,330,1,0,1,0
24765,3.201987451,1,1,3,1,0,2,280,0,1,0,0
24766,1.96995325,1,0,3,6,0,2,130,0,1,0,0
24767,2.467104353,1,1,4,4,0,2,150,1,1,1,0
24768,2.701078795,1,0,2,5,1,1,250,1,1,1,0
24769,2.978815164,1,0,4,5,0,2,320,1,0,0,0
24770,2.918407215,0,1,3,2,0,2,320,1,0,0,0
24771,2.926451123,1,0,1,4,1,1,260,0,1,0,0
24772,2.436020144,1,1,2,8,0,3,370,1,1,1,0
24773,3.072910858,1,0,1,2,0,2,370,0,0,0,0
24774,2.612402639,0,1,3,2,1,2,320,1,1,1,0
24775,2.250812017,0,1,4,2,0,2,130,1,0,1,0
24776,3.019298485,0,0,1,4,1,2,330,1,1,1,0
24777,3.011360195,1,1,2,4,0,2,270,1,1,1,0
24778,2.84971603,1,1,2,8,0,2,300,0,1,1,0
24779,2.370453674,0,0,3,3,0,2,190,1,1,1,0
24780,2.896074199,0,0,4,2,0,2,160,0,0,1,0
24781,2.774812989,1,1,1,4,0,2,160,1,1,0,0
24782,3.073106846,1,0,1,3,1,2,310,1,1,0,0
24783,2.856340463,1,1,2,7,1,1,210,1,0,1,0
24784,2.895235638,1,0,1,6,1,2,380,1,1,1,0
24785,3.305804712,1,1,1,3,1,2,240,0,1,1,0
24786,2.922034403,1,0,3,4,0,2,260,1,1,0,0
24787,2.070748733,0,0,1,4,1,2,270,0,0,1,0
24788,2.650163988,1,0,4,4,0,2,290,0,0,1,0
24789,2.913980065,1,0,3,8,0,1,210,0,1,1,0
24790,3.473216973,1,0,1,5,0,2,260,1,1,1,0
24791,2.305900241,1,0,2,7,1,2,260,1,1,1,0
24792,3.321552458,1,0,2,3,1,2,350,1,1,1,0
24793,2.092517223,1,0,1,3,1,2,210,0,1,0,0
24794,2.362424487,0,0,1,8,0,2,260,0,0,0,0
24795,2.981981644,0,3,3,8,1,2,240,0,1,1,0
24796,2.262486624,1,0,3,5,1,2,350,1,1,0,0
24797,2.916161303,0,2,2,1,0,2,310,0,0,1,0
24798,2.214200135,1,1,4,5,1,3,340,1,1,1,0
24799,3.118679711,0,1,4,7,0,2,160,1,0,1,0
24800,2.614154994,1,0,1,6,0,3,300,1,1,0,0
24801,3.689621627,0,0,2,5,0,1,160,1,1,0,0
24802,3.461598134,1,2,1,8,0,3,260,1,1,1,0
24803,1.96163668,1,0,4,8,1,2,230,1,1,0,0
24804,3.058703586,0,0,2,1,0,2,70,1,0,1,0
24805,2.24981527,0,1,3,1,1,2,140,1,1,1,0
24806,0.829861064,1,1,1,2,0,3,200,1,0,0,0
24807,3.313206318,1,0,4,2,0,2,140,1,1,0,0
24808,2.478435529,0,1,1,8,0,2,210,1,0,0,0
24809,3.317650382,1,1,4,2,0,2,170,1,1,0,0
24810,2.561475371,1,0,3,2,1,2,380,0,1,1,0
24811,2.623919796,1,0,2,8,1,2,180,1,0,1,0
24812,3.06436403,1,3,4,8,0,2,240,1,0,0,0
24813,3.128143144,1,0,2,8,1,2,340,1,1,0,0
24814,3.728906607,0,0,2,2,0,2,210,1,0,1,0
24815,2.831287182,1,2,1,8,0,3,280,1,0,0,0
24816,3.028127225,1,3,4,3,0,1,380,1,0,1,0
24817,2.159461926,1,0,4,6,1,2,300,1,1,1,0
24818,2.928033619,1,0,1,3,1,1,330,1,1,1,0
24819,3.57898272,0,0,1,6,0,2,300,0,0,1,0
24820,3.074267374,0,1,4,3,0,2,180,1,1,1,0
24821,1.840708459,0,0,3,7,1,3,340,1,0,1,0
24822,1.976811367,1,1,4,8,0,2,140,1,1,1,0
24823,2.254309658,1,2,3,6,0,2,210,1,0,1,0
24824,2.839662683,1,0,1,1,1,3,160,0,0,0,0
24825,2.422308949,0,1,1,1,0,2,210,1,0,1,0
24826,3.156834133,1,1,4,6,1,2,280,1,1,1,0
24827,2.071333487,1,1,1,5,1,2,290,0,0,1,0
24828,2.050265319,1,1,4,7,0,2,310,1,1,1,0
24829,2.607907014,0,1,4,4,0,2,320,0,1,1,0
24830,1.53868915,1,0,4,8,1,3,180,1,1,0,0
24831,3.245297876,1,3,1,7,0,1,300,1,1,0,0
24832,2.180853839,0,1,1,7,1,2,290,1,1,1,0
24833,2.744554778,1,0,3,4,1,3,250,1,1,1,0
24834,2.85679873,1,0,2,5,1,2,370,1,0,1,0
24835,2.363309975,0,1,3,6,0,2,390,0,1,1,0
24836,2.236876464,1,0,2,8,0,2,270,1,1,0,0
24837,3.265049579,0,0,3,6,0,2,320,1,1,1,0
24838,3.272761511,1,0,4,1,1,2,320,1,1,1,0
24839,2.18688962,0,0,2,4,0,3,350,1,0,0,0
24840,3.143051659,0,1,3,7,1,2,260,1,1,1,0
24841,3.272139335,1,0,2,4,0,3,230,1,1,0,0
24842,2.842620225,1,1,1,7,0,3,260,0,1,1,0
24843,1.97996442,1,1,2,7,0,2,350,0,1,1,0
24844,3.310518923,1,0,4,1,0,2,190,0,0,1,0
24845,3.157118216,1,3,3,1,0,2,210,1,0,1,0
24846,2.852676124,1,1,3,1,0,2,330,1,0,1,0
24847,3.004557349,1,0,2,1,1,2,210,1,1,0,0
24848,3.217403959,0,0,4,4,1,2,360,0,1,0,0
24849,1.979937363,1,1,4,3,0,3,250,1,0,0,0
24850,3.163081362,1,0,3,6,0,2,260,1,1,0,0
24851,2.932356297,1,1,1,6,0,3,200,0,0,0,0
24852,2.041478817,1,0,1,6,1,3,260,1,1,0,0
24853,2.649237674,0,0,3,5,1,2,370,1,1,0,0
24854,2.445218017,1,0,1,2,0,2,290,0,0,1,0
24855,2.73888618,1,0,1,4,0,3,260,1,1,0,0
24856,2.822693471,1,0,2,6,0,3,340,1,1,1,0
24857,2.337898687,1,0,4,2,0,2,320,1,1,0,0
24858,2.109251112,1,0,2,2,0,3,190,1,1,0,0
24859,3.310097043,1,2,1,8,1,1,300,0,1,0,0
24860,2.650771337,0,0,2,5,1,2,280,1,1,1,0
24861,2.518685103,1,1,3,2,1,2,220,1,1,0,0
24862,3.580605681,0,1,4,4,0,3,150,1,1,0,0
24863,2.65273135,0,0,3,2,1,3,250,1,1,1,0
24864,2.946619914,1,0,3,5,0,2,150,1,0,0,0
24865,3.265839391,0,4,2,1,0,2,240,1,0,1,0
24866,3.393454367,1,1,3,5,0,2,270,1,0,0,0
24867,1.894962021,1,0,2,4,0,3,300,1,0,1,0
24868,2.754768496,0,1,3,2,0,2,300,1,1,1,0
24869,2.709797093,1,1,4,4,0,2,270,0,1,1,0
24870,3.305546699,1,1,4,6,0,2,270,1,0,1,0
24871,3.298218607,1,0,2,7,0,2,310,0,1,1,0
24872,1.675688092,0,0,4,2,0,2,210,0,1,1,0
24873,2.815864984,1,1,3,5,1,2,370,1,1,0,0
24874,3.013469049,1,1,3,2,0,2,160,1,0,1,0
24875,2.508203374,1,0,3,3,0,3,240,1,1,0,0
24876,2.987363171,1,0,1,5,1,2,290,1,1,1,0
24877,2.202883902,1,0,4,5,0,1,140,0,1,0,0
24878,2.152719138,1,0,4,7,0,1,340,1,1,1,0
24879,2.555172455,1,0,2,4,0,2,230,1,0,1,0
24880,2.716147257,0,0,3,2,1,2,300,1,0,1,0
24881,3.14645778,1,1,3,2,1,2,270,0,1,1,0
24882,3.321898618,1,0,1,7,0,2,220,1,0,0,0
24883,2.831093127,1,1,1,6,0,1,170,1,1,0,0
24884,3.272000955,0,0,3,7,0,2,300,1,0,1,0
24885,2.479356895,1,0,3,2,0,3,90,1,0,1,0
24886,3.022427056,1,0,4,1,0,2,240,1,1,1,0
24887,2.108465427,1,0,2,2,0,3,300,1,1,1,0
24888,2.010167007,1,0,3,6,0,3,420,1,1,0,0
24889,2.399079717,1,0,2,1,1,2,150,0,0,1,0
24890,2.829538565,1,0,4,5,0,2,160,1,0,0,0
24891,3.416866317,1,0,2,8,0,2,290,1,0,1,0
24892,2.550801044,1,0,1,3,0,2,300,1,0,1,0
24893,2.426174691,0,1,4,3,1,2,310,1,1,1,0
24894,1.203631624,0,0,4,4,1,2,410,0,1,1,0
24895,2.965540215,0,0,3,7,0,2,270,1,0,0,0
24896,2.819422734,1,3,2,6,0,3,210,1,1,1,1
24897,2.737276391,1,0,2,2,0,2,250,1,1,1,0
24898,1.941689319,0,0,3,5,0,2,190,1,0,1,0
24899,1.908394007,1,0,4,1,0,3,330,1,1,1,0
24900,3.246920257,0,2,2,4,0,2,190,1,0,0,0
24901,2.433001727,1,1,2,3,0,2,320,1,0,1,0
24902,2.281541502,1,0,1,7,1,2,280,1,1,0,0
24903,2.691412258,1,0,4,5,1,2,420,0,1,1,0
24904,3.459760823,1,0,3,1,0,2,190,1,1,0,0
24905,2.637854822,0,0,1,8,0,3,330,1,1,1,0
24906,2.9661018,0,0,1,5,1,1,250,1,1,1,0
24907,2.609315409,1,1,4,1,1,2,370,1,1,1,0
24908,2.322873538,0,1,4,3,0,2,240,1,0,1,0
24909,2.946932154,1,0,3,6,1,2,210,0,1,1,0
24910,2.826511206,1,0,4,6,0,1,140,1,1,0,0
24911,2.122310117,0,1,4,2,1,3,100,1,1,0,0
24912,3.25452812,1,0,4,6,0,2,60,0,1,0,0
24913,1.805433735,1,0,1,2,0,2,270,0,0,0,0
24914,3.177656185,1,0,4,3,1,2,150,1,0,0,0
24915,2.843621777,1,0,3,1,0,2,360,1,1,0,0
24916,2.901084796,1,2,1,3,0,3,320,0,1,1,0
24917,2.885125202,1,0,2,3,0,1,190,0,0,1,0
24918,3.096659687,1,0,3,4,1,2,190,0,1,0,0
24919,2.216645446,1,0,2,1,0,2,320,0,1,1,0
24920,3.297741948,0,0,1,7,0,1,160,1,0,0,0
24921,3.205420964,0,0,3,2,1,2,200,1,1,0,0
24922,2.374797992,0,1,4,2,0,2,260,1,0,1,0
24923,2.063694196,0,0,1,2,0,2,220,1,0,0,0
24924,2.966009635,1,0,2,2,1,2,270,1,1,1,0
24925,2.83930312,1,1,2,5,0,2,380,1,0,1,0
24926,3.08714415,0,0,3,3,0,1,90,1,1,0,0
24927,1.699619034,1,1,4,8,0,2,340,0,1,0,0
24928,2.699229464,1,1,4,5,0,2,250,1,0,1,0
24929,3.654384799,1,1,3,6,0,3,270,1,0,0,0
24930,2.607864645,0,2,3,7,1,2,300,1,1,1,0
24931,3.895742778,1,2,3,2,0,2,120,0,1,0,0
24932,2.205630214,1,0,1,2,0,2,350,1,0,1,0
24933,2.481551934,0,1,1,1,1,2,240,1,1,1,0
24934,1.994749062,1,0,2,7,0,3,170,1,1,1,0
24935,2.477252533,0,2,1,2,0,3,420,1,1,1,0
24936,1.866852718,1,0,2,4,1,3,400,0,0,1,0
24937,2.858077783,1,0,1,6,0,2,360,0,1,0,0
24938,3.001785207,1,0,1,7,0,1,260,0,0,1,0
24939,2.770186706,0,1,3,4,1,2,150,1,1,0,0
24940,3.425889029,1,1,1,6,1,2,100,1,0,0,0
24941,3.300786055,0,1,2,5,0,2,190,0,1,1,0
24942,2.321699649,1,0,3,3,0,3,240,1,1,0,0
24943,3.268671699,1,1,3,1,0,2,380,1,0,1,0
24944,2.910529232,1,2,1,6,1,3,240,1,1,1,0
24945,3.754280164,0,0,2,4,1,2,170,1,1,0,0
24946,3.612772411,0,1,2,7,1,2,320,0,1,1,0
24947,2.789743527,0,1,4,4,0,3,280,1,1,1,0
24948,2.78876199,1,1,3,3,1,1,210,0,1,0,0
24949,2.246548207,1,0,4,5,0,2,260,1,0,1,0
24950,2.774634771,0,1,1,5,1,2,320,1,1,1,0
24951,3.418341795,1,0,2,3,0,2,350,1,0,1,0
24952,2.83493894,1,0,4,8,0,3,260,1,1,0,0
24953,3.136003686,1,0,1,1,1,2,280,0,0,0,0
24954,1.686672764,1,2,2,8,0,3,370,0,1,0,0
24955,2.447719323,1,1,3,8,1,2,390,1,1,0,0
24956,2.714167631,1,0,1,7,1,2,260,1,1,0,0
24957,3.089527198,1,0,3,7,0,2,210,1,1,0,0
24958,1.954201464,0,0,1,7,0,2,220,0,1,1,0
24959,3.374371423,1,1,3,1,0,2,360,1,0,1,0
24960,3.347400987,1,1,3,5,0,2,280,0,0,1,0
24961,3.050844884,1,1,1,1,0,3,290,1,1,0,0
24962,1.727208748,1,0,2,5,0,2,410,1,0,0,0
24963,2.831470061,1,0,3,2,0,2,260,1,0,0,0
24964,3.317927837,1,0,2,1,0,3,180,1,0,1,0
24965,2.035457069,1,0,4,4,0,2,270,1,1,1,0
24966,1.637671078,1,2,2,1,1,3,310,0,1,0,0
24967,3.392333662,1,0,3,4,0,2,310,1,1,1,0
24968,2.490447402,1,1,4,6,0,2,350,1,1,1,0
24969,3.229224734,1,0,4,3,1,2,200,1,1,0,0
24970,4.025188278,1,1,4,6,0,3,290,1,1,0,0
24971,2.931368173,1,0,4,2,0,2,340,0,1,0,0
24972,3.816036965,1,1,2,8,0,2,160,1,0,0,0
24973,2.972120981,1,1,2,3,0,3,160,1,1,0,0
24974,2.080355221,1,0,4,1,1,2,290,1,1,1,0
24975,3.492146554,0,1,2,2,0,2,180,1,1,0,0
24976,2.772669437,1,0,2,6,0,2,210,0,1,0,0
24977,2.704262849,0,0,3,8,1,3,150,0,1,0,0
24978,3.440160985,1,2,4,4,0,2,180,0,0,0,0
24979,2.625139707,1,0,3,1,1,2,320,0,1,1,0
24980,2.452992551,0,0,2,2,1,2,210,1,1,1,0
24981,2.990587669,1,1,2,2,1,2,370,1,1,0,0
24982,3.35350054,1,1,4,5,1,3,380,1,0,0,0
24983,1.865560484,1,1,2,2,0,2,210,1,0,0,0
24984,2.289856403,1,1,2,4,0,1,330,1,1,1,0
24985,3.059440907,1,0,1,8,0,2,370,1,1,1,0
24986,2.434739421,1,1,1,8,1,2,260,1,1,0,0
24987,2.421052403,1,1,1,1,1,2,220,1,0,1,0
24988,2.83421025,1,1,1,8,0,1,360,0,0,1,0
24989,3.238168908,1,0,3,3,0,3,280,1,1,1,0
24990,3.233471551,1,0,2,7,0,2,320,0,1,1,0
24991,2.929448865,1,2,1,1,0,2,240,1,1,1,0
24992,3.260207924,1,0,2,6,0,2,290,1,1,1,0
24993,3.005702579,1,0,2,8,1,2,220,1,1,0,0
24994,2.661269059,1,0,2,2,0,2,300,1,1,1,0
24995,2.473680113,1,0,3,6,1,1,240,1,1,1,0
24996,2.356861834,0,1,3,8,1,3,280,1,0,1,0
24997,3.095187149,1,1,1,4,0,3,220,1,1,1,0
24998,3.119689399,1,1,4,7,0,2,330,1,1,1,0
24999,2.377797843,1,0,4,3,0,2,300,1,0,0,0
25000,2.937330508,1,1,4,1,1,2,340,1,0,0,0
25001,2.78851134,1,0,1,2,0,1,240,1,1,0,0
25002,3.192105934,1,0,3,5,0,3,240,1,0,0,0
25003,2.154293168,1,3,3,2,0,3,160,1,1,1,1
25004,1.951600816,1,0,4,3,1,2,350,0,1,1,0
25005,2.781383585,1,4,3,3,0,2,290,1,0,1,0
25006,3.57624502,0,0,1,3,1,3,250,1,0,1,0
25007,2.994236725,1,0,3,5,0,3,250,1,1,0,0
25008,2.920688358,0,0,3,2,0,1,260,1,0,0,0
25009,2.536810338,1,1,4,1,1,1,330,0,1,1,0
25010,2.625274975,1,0,2,1,0,2,400,1,0,0,0
25011,2.452462743,0,0,2,4,0,2,320,1,0,1,0
25012,3.475300322,1,1,4,6,0,2,290,1,1,1,0
25013,2.956979475,1,0,1,1,1,2,270,0,1,1,0
25014,2.347376309,1,1,3,1,0,2,230,1,1,1,0
25015,2.982398044,1,1,3,1,1,2,260,1,0,1,0
25016,2.559699037,1,1,4,1,0,1,190,0,0,1,0
25017,3.01951591,0,1,4,1,0,2,400,1,0,0,0
25018,3.385535761,0,0,2,6,0,3,290,0,1,1,0
25019,2.88433037,1,1,2,7,1,2,90,1,0,0,0
25020,2.854139632,1,0,2,5,0,2,310,1,0,1,0
25021,2.260630156,1,1,1,8,1,3,360,1,0,0,0
25022,2.671162532,1,0,3,3,1,3,450,0,0,1,0
25023,3.057633817,1,0,3,4,1,2,310,1,1,0,0
25024,2.362317094,1,0,3,2,0,2,200,1,1,1,0
25025,3.059773671,1,0,2,4,0,2,210,1,0,1,0
25026,2.578184258,1,2,4,4,0,2,250,1,1,0,0
25027,3.106246075,1,0,1,1,1,3,290,1,1,0,0
25028,2.253211918,1,0,1,6,1,3,210,1,1,0,0
25029,2.858232132,1,0,2,3,1,1,300,0,1,0,0
25030,3.315012828,1,2,4,5,0,2,350,1,0,1,0
25031,3.40056949,1,3,1,7,0,2,380,0,0,1,0
25032,2.866193255,1,1,2,4,0,3,290,1,1,1,0
25033,3.095583802,1,0,3,7,0,1,180,0,1,1,0
25034,3.201933661,1,3,4,4,1,2,280,1,1,0,0
25035,2.664366292,1,2,4,1,0,2,320,1,1,0,0
25036,3.083355097,0,0,4,6,1,2,210,1,1,1,0
25037,2.877309412,0,0,2,8,0,1,390,0,0,1,0
25038,2.787123313,1,0,2,5,0,3,320,1,0,1,0
25039,3.012432882,1,1,3,3,0,1,350,0,1,1,0
25040,2.632602331,1,1,1,3,0,3,230,1,1,0,0
25041,1.912823717,1,1,2,7,0,3,260,1,1,1,0
25042,3.219650636,1,0,3,5,0,1,270,1,0,0,0
25043,3.736498315,0,0,1,2,0,2,260,1,1,0,0
25044,1.951245105,0,0,3,4,0,3,190,0,0,0,0
25045,2.265672868,1,0,2,5,1,1,250,1,1,0,0
25046,2.447119535,1,0,1,2,0,2,230,0,0,1,0
25047,1.459440245,1,1,1,2,0,2,280,0,0,1,0
25048,2.024411878,1,0,3,5,0,3,280,1,0,0,0
25049,2.823163322,1,0,4,3,0,3,160,1,0,0,0
25050,2.935611437,0,0,4,7,0,1,140,1,1,0,0
25051,2.361711386,0,2,3,8,0,2,250,1,1,1,0
25052,2.066328709,1,1,4,4,0,3,260,1,0,0,0
25053,2.532504398,1,2,3,4,0,2,270,1,0,1,0
25054,1.457931117,1,0,4,1,1,3,300,0,0,1,0
25055,2.785098496,1,1,1,8,1,2,180,1,0,0,0
25056,2.550333275,1,0,1,5,1,2,350,1,0,0,0
25057,3.046748198,1,0,2,2,1,1,250,0,1,1,0
25058,2.970192326,1,0,4,3,0,2,290,1,0,1,0
